source,text
youtube_comment,Been a PlayStation fanboy since PS1 but I've moved on to PC gaming
youtube_comment,galaxy z flip 8 revealed...!!
youtube_comment,where the fk is Mark?
youtube_comment,"You can't hide behind Spider-Man  Sony, we know what you're trying to do!"
youtube_comment,Where is my disc sony!!!!!
youtube_comment,Anyone know the numbers of likes and dislikes?
youtube_comment,"this movie gonna be peak, also physical games Sony!"
youtube_comment,"Will I be able to buy it on 💿.


Distracting us with spidey won't help you"
youtube_comment,All we wanted was a Brand New Physical disc for Spider-Man games!
youtube_comment,Amazing ❤
youtube_comment,Guys if don’t buy anything if it’s not the physical disc 🙌✨
youtube_comment,You know what… I’m just going to say it… we want physical disc 😅
youtube_comment,Spiderman would defend our physical games
youtube_comment,"When your most anticipated movie of the summer is eclipsed by hate comments by an unpopular decision.

A literal ""The Odyssey, hold my beer"" moment."
youtube_comment,"I was going to see this movie in the cinema.
Now...

Where be the disks?"
youtube_comment,"Cant wait for this to be removed from by digital libary after i ""puchased"" it.
Digital ownership and disks now!"
youtube_comment,"Don't you remember what eneded xbox?
Disks or GTFO!"
youtube_comment,Spiderman would fight for disks!!!
youtube_comment,"Glad some countries are Suing Sony, but we need to keep fighting back!
#BoycottPlayStation #DoNotBuyGTA6 #KeepPhysicalMediaAlive"
youtube_comment,"I already regrated buying a ps5 that I only bought 4 games for. let them drop physical, between 1000 dollar consoles and taking 6 or 7 years to put out a couple games that are worth playing. theres no point in consoles anymore"
youtube_comment,That shirt is fxckin awesome. An iconic cover image.
youtube_comment,"Honestly, it's fun keeping up on this, because I have no idea how things will turn out.  On one hand, trends are definitely pointing to people accepting all-digital consoles.  Even if Sony isn't as reliable as Steam, the fact that there is already a successful digital console at all means that the transition could work.

But on the other hand, when Sony needed to approach this crossroads carefully, instead they just arrogantly antagonized the player base, and they'll be remembered for that.  Even once the scandal isn't the new fresh thing anymore, this is how people see Sony now.

And then there's the untenable price of the PS6.  And the fact that hard drive space is expensive.  And the fact that internet is inconsistent for a lot of people doomed Stadia, and now Sony wants to rely on it.  Sure there will still be demand for a PS6 (if there still is one) but if the logistics of the console don't add up, then the sales will drop.  These products CAN fail.  So who knows?"
youtube_comment,"Yup the only thing that will stop them is if we vote with our wallets. I have loved gta in all its iterations but they are part of the problem. So for the first time ever im going to sit out. And that goes fo r playstation as well. Theres still a lifetime of amazing games that i never had time to play.i dont need ps6 graffix, i dont even need ps5 graffix. Im still playing ps4 and am starting to go backwards. Play all the games i never had time to play buyinh physical games wherever i can get them and if i cant get them then  find the myriad of ways to get digital versions on unlocked systems for pennies on the dollar. F playstation and any company that is pushing this ""you will own nothing and be happy bullshit agenda"" dont let this bullshit future happen"
youtube_comment,Making people pay extra for disc trays only to discontinue the disc (after being sued for online vs disc prices anyway) just about sums up the absolute money grab that calls itself Sony.
youtube_comment,Keep telling the truth brother 🙏 ❤❤❤❤
youtube_comment,No one cares whether the lawsuit takes time or not. Boycotting them will teach them a lesson. Just don’t buy anything from them anymore.
youtube_comment,"No. It wont take that long. It wont take that long because the way Sony is going about it, removes choice. Epic and apple gave people choices. But sony wouldnt give a choice. So.. should not take that long.. unless the folks in the court are in the pocket of Sony.."
youtube_comment,That Spider-Man shirt goes hard
youtube_comment,Have others sell game keys that would be slightly better because gamers will pay less just like on pc
youtube_comment,"The Dutch lawsuit isn't new: that started more than a year ago. It's for the same reason (fighting the monopoly), but content creators present this as something that happens because of Sony's recent decision. Just keeping the facts straight."
youtube_comment,"A better outcome; Let them do their thing, and you vote with your wallet. No money, no Playstation and Sony after a while. Company might go bankrupt after a few years but other companies learn that if you poke the hornets nest long enough, you'll get stung.

Sadly that outcome isn't going to happen because investors and some people buying everything Sony does, even if they hate it."
youtube_comment,I actually own the comic that’s based on your shirt.
youtube_comment,"There is only ONE lawyer that can handle this 
If you know you know"
youtube_comment,That's why sony already moved forward with the plan. The judge will definitely say it's to far along and would cost more to go back to physical media. Gamers need to stop supporting Sony. That's the only way anything will change.
youtube_comment,"Yeah, it’s not gonna work though…. It’s the same logic why the UK couldn’t stop Sony if they wanted to…. It’s Sony’s right to distribute the product as they see fit that’s all there to it"
youtube_comment,"Sony did not consider and went ahead. If they have to roll back, it’s their own loss and fault. Don’t fix what’s not broken."
youtube_comment,Thanks for telling us the truth instead of making us feel anything.
youtube_comment,"Ok but what is to stop a judge from saying something like ""theres nothing illegal about switching to digital only"" and that just being it? I mean technically they could argue the lawsuit is premature as they havent actually gone digital only yet merely just announced that they planned to. They could even just lie in court and say oh that plan might change and thats it lawsuit done. Now me personally I love physical games and I definitely wouldnt want to buy a discless game system. However I dont have a ton of money so $300 xbox digital only series s beat $500+ disc version series x or not getting one at all. At least there was an option though more or less. Going digital only fully removes that option. Its not only terrible for consumers but terrible for game preservation since we will definitely lose access to those games indefinitely in the future."
youtube_comment,SRM
youtube_comment,SRM ANNAKU HELP PANNUNGA A2D ANNA 🥺🥺🥺🥺🥺😭😭😭😭😭😭😭😭😭
youtube_comment,Please beo
youtube_comment,Bro srm bro ku help pannunga bro
youtube_comment,Srm😂😂😢😢😢😢
youtube_comment,srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭srm 😭😭😭😭😭😭
youtube_comment,srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭srm 😭😭😭😭😭😭srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭srm 😭😭😭😭😭😭
youtube_comment,Justice for srm😢😢
youtube_comment,Help srm
youtube_comment,Anna srm broku help pannunga😢
youtube_comment,Av receivers targeting ❤❤❤
youtube_comment,Srm help🥺🥺🥺🥺
youtube_comment,Anna srm help pls 😭😭😭😭
youtube_comment,Adhu pinnadi varadhu pakki..side left side right...pinnadiku varadhu SBR SBL 😂 theriyati 5.1 system ellam pesa kudadhu
youtube_comment,Justice for srm gaming 😢
youtube_comment,Yanda badus dolby sound la dolby atmos sound poduringa chee
youtube_comment,காரணம்
youtube_comment,Switching to pc last year was the best decision i ever made.
youtube_comment,The hell with it. I'll grab a game on my shelf and play some PS3.
youtube_comment,Xbox Better
youtube_comment,"i'll walk away no problems from PoopStation, i will just buy disc on XBOX series X, if they don't do disc i will buy carts for my Switch 2, if they go digital i will just be a full time PC gamer.
You have no hold on me Jewstation, i'll take the thousands i spend annually on your slop and put it to other companies, not only have i cancelled my PSPlus subscription i have cancelled my pre order of wolverine and GTA6 and will not purchase the PS6, i'm even going further by turning my family, workmates and friends against Playstation and they are on board to boycott as well. teeheehee Fck you Sony."
youtube_comment,The only thing I hate more than Square Enix right now is Playstation
youtube_comment,Imagine the sale price of a Playstation game being the full development cost next.
youtube_comment,Banning supporters? Thats disgusting. The PlayStation we grew up loving has been dead for years.
youtube_comment,Still working while sick Dreamcast guy you are a trooper
youtube_comment,"I sold me ps4 3 years ago, bought a PC before the ram ""problem"" signed to GOG. Never looked back, i still have me ps3, 2 and 1 for the good old times."
youtube_comment,even if there where disc i would not buy a ps6 nor a xbox helix i'm sticking to my ps5-pro/xbox series x anyways what is coming out and old is enough for that system i don't need more what is not needed i don't care about digital only i never bought physical anyways i just bought a game or on store or on gamivo/eneba there it's mostly cheaper i wil not look at a disc constantly if i had a disc i would install it and put the disc away i don't care about PHYSICAL they need to let us keep our singleplayer games and just not remove it i'm fine with DIGITAL only i wil never buy the game in ps store anyways if its higher price i wil always get it cheaper on gamivo/eneba ad that key to my account.
youtube_comment,No disc means no buy.
youtube_comment,$450 million is just a drop in the bucket for a $122 billion company. It's just lawyers and corporations jerking eachother off while we get screwed.
youtube_comment,all that bootlicking you were doing for sony.. im glad you all are eating crow! your tears taste so good to me.. :)
youtube_comment,You cant sue Sony to force them to keep making physical discs for you this is getting beyond dumb🤣
youtube_comment,Sony PlayStation is on their villain arch right now
youtube_comment,"It doesn't really matter do you need to be sued they need to be suited because they are becoming criminals people's movies and park in your money and now they're not going to guarantee you on digital games you're going to own it another threatened people's PlayStation accounts it doesn't matter you can spin over more than 30 years on PlayStation and you can be a die-hard fan and you might have been over morning 100,000 all the things you bought all the games and movies and shows everything you bought from your console they're just already sold it it doesn't matter what customer every customer every consumer it doesn't matter Europe America it doesn't matter United Kingdom France Germany Spain Italy Portugal Asteria Hungaria Belgium Denmark Norway Sweden Finland Iceland Greenland Canada Mexico Brazil to Australia New Zealand Tasmania it doesn't matter where you are in the world in the world if you bought some digital games and you bought stuff digitally and they stole it from you yes I feel like they should be on a lawsuit and I feel like they should owe you back wherever they took from you reimburse you or bring back your movies TV shows games and other stuff they pretty much told from you for me I would say they will need to answer to the consumers who bought their products instead of treating us like dumb little kids yeah we might be dumb little kids in the past but it's robbery it's highway robbery it's even worse in Japanese Yakuza least they understand honor and loyalty"
youtube_comment,DreamcastGuy back from Montreal already....
youtube_comment,"This guy has made basically same video three times in a row. 

Content is tough when everything's dead."
youtube_comment,I remember getting a mp3 player back in the day and being so angry I couldn't use my CDs or cassettes with it.  People seemed to really like digital music
youtube_comment,I remember when I was a kid I had a gray box that I put games in and played games.  It didn't matter what the CEO of Nintendo had for lunch.
