source,text
youtube_comment,어찌 이런 끼쟁이들을 한 팀에 모아놨지 ㄷㄷ 진짜 아무리 봐도 신기하다 ㅋㅋ
youtube_comment,miss you rami
youtube_comment,Rora is such a good host ❤️🖤
youtube_comment,14:46 love this partt🎉
youtube_comment,"I loved that you mentioned ""Niji"" by Aqua Timez 🫶🏻"
youtube_comment,I wish pharita got more but its good
youtube_comment,pharita hardly got any lines...
youtube_comment,11:49 here is the shuffle ❤
youtube_comment,Tq bro😢
youtube_comment,Me who downloaded 2k+ song in masstamilan...🗿💥😮‍💨
youtube_comment,You are my god
youtube_comment,No money thana bro
youtube_comment,Bro online ha ofline ha bro
youtube_comment,Thank you anna😂
youtube_comment,Bro vera level 💥✨
youtube_comment,❤❤❤❤❤❤❤❤❤
youtube_comment,Jam Iruka na?
youtube_comment,❤
youtube_comment,Illa Spotify premium mod iruku 😅
youtube_comment,Playstore la engada irukku
youtube_comment,Onnume varala spotube
youtube_comment,Net  vedama na
youtube_comment,Bro app is not coming bro
youtube_comment,No one is talking about joytify
youtube_comment,Uruta anna
youtube_comment,Eruku bro
youtube_comment,Baii oppo phone Spotify free bai😂
youtube_comment,Ithano trick
youtube_comment,Umm nannayit ind 🙂🙏🏻
youtube_comment,Trick❎nivarthikedu✅
youtube_comment,Ew
youtube_comment,Fhaaa
youtube_comment,Poli😂
youtube_comment,Chupper
youtube_comment,Adhu gamilum pattum
youtube_comment,Ayye nighelk njn pryenjethara  google serch outurtune apoll apk kittum download akiko no ads song download akkam youtub and sptotify ella song um kitrtum njan pranje thanile oru sub adii❤‍🩹👍
youtube_comment,Problem solved you can go premium purcherse only 2month 99
youtube_comment,Spotify ill ketta song pinnem engne kelkam but njn add akatha song annu
youtube_comment,Andi
youtube_comment,Po പൂറിമോനെ
youtube_comment,Ndh shokado
youtube_comment,😇
youtube_comment,🤣
youtube_comment,Ithippo ellrum ith thanne cheyarru
youtube_comment,Super ayind
youtube_comment,Chandime brain😂
youtube_comment,The perfect mix of healing songs and chill vibes.
youtube_comment,Please Christina Perri with This voice 🙏🏻🙏🏻🙏🏻🙏🏻
youtube_comment,Nice chill playlist helps get through work.  Thanks for sharing.
youtube_comment,"If you’re listening right now, I hope this playlist makes your day a little better ❤"
youtube_comment,👍🏼
youtube_comment,Ganada.. ng songs..
youtube_comment,Liebe ❤❤❤❤❤leider
youtube_comment,❤❤❤❤
youtube_comment,Liebe Frau Liebe ♡
